compound_drug_id,compound_compound_name,compound_iupac,compound_smiles,compound_molecular_weight,compound_molecular_formula,compound_pharmacology
DB00197,Troglitazone,"5-({4-[(6-hydroxy-2,5,7,8-tetramethyl-3,4-dihydro-2H-1-benzopyran-2-yl)methoxy]phenyl}methyl)-1,3-th",CC1=C(C)C2=C(CCC(C)(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)O2)C(C)=C1O,441.160993669,C24H27NO5S,pending
DB00198,Oseltamivir,"ethyl (3R,4R,5S)-5-amino-4-acetamido-3-(pentan-3-yloxy)cyclohex-1-ene-1-carboxylate",CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,312.204907394,C16H28N2O4,pending
DB00199,Erythromycin,"(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-{[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]",CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C,733.461241235,C37H67NO13,pending
DB00200,Hydroxocobalamin,"(10S,12R,13S,17R,23R,24R,25R,30S,35S,36S,40S,41S,42R,46R)-30,35,40-tris(2-carbamoylethyl)-24,36,41-t",[N+]1=2[Co-3]345([N+]6=C7[C@H]([C@@](CC(=O)N)(C)[C@@]6([C@@]6(N3C(=C(C)C3=[N+]4C(C(C)(C)[C@@H]3CCC(=,1345.567070949,C62H89CoN13O15P,pending
DB00201,Caffeine,"1,3,7-trimethyl-2,3,6,7-tetrahydro-1H-purine-2,6-dione",CN1C=NC2=C1C(=O)N(C)C(=O)N2C,194.080375584,C8H10N4O2,pending
DB00202,Succinylcholine,trimethyl[2-({4-oxo-4-[2-(trimethylazaniumyl)ethoxy]butanoyl}oxy)ethyl]azanium,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,290.220557458,C14H30N2O4,pending
DB00203,Sildenafil,"5-{2-ethoxy-5-[(4-methylpiperazin-1-yl)sulfonyl]phenyl}-1-methyl-3-propyl-1H,4H,7H-pyrazolo[4,3-d]py",CCCC1=NN(C)C2=C1NC(=NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(C)CC1,474.204924168,C22H30N6O4S,pending
DB00204,Dofetilide,N-[4-(2-{[2-(4-methanesulfonamidophenyl)ethyl](methyl)amino}ethoxy)phenyl]methanesulfonamide,CN(CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC1=CC=C(NS(C)(=O)=O)C=C1,441.139212369,C19H27N3O5S2,pending
DB00205,Pyrimethamine,"5-(4-chlorophenyl)-6-ethylpyrimidine-2,4-diamine",CCC1=C(C(N)=NC(N)=N1)C1=CC=C(Cl)C=C1,248.082874143,C12H13ClN4,pending
DB00206,Reserpine,"methyl (1R,15S,17R,18R,19S,20S)-6,18-dimethoxy-17-(3,4,5-trimethoxybenzoyloxy)-3,13-diazapentacyclo[",[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3,608.273380888,C33H40N2O9,pending
DB00207,Azithromycin,"(2R,3S,4R,5R,8R,10R,11R,12S,13S,14R)-11-{[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-y",CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C,748.508525778,C38H72N2O12,pending
DB00208,Ticlopidine,"5-[(2-chlorophenyl)methyl]-4H,5H,6H,7H-thieno[3,2-c]pyridine",ClC1=CC=CC=C1CN1CCC2=C(C1)C=CS2,263.05354785,C14H14ClNS,pending
DB00209,Trospium,"(1S,3R,5R)-3-[(2-hydroxy-2,2-diphenylacetyl)oxy]-8λ⁵-azaspiro[bicyclo[3.2.1]octane-8,1'-pyrrolidin]-",[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1)[N+]21CCCC1,392.22202025,C25H30NO3,pending
DB00210,Adapalene,6-[3-(adamantan-1-yl)-4-methoxyphenyl]naphthalene-2-carboxylic acid,COC1=C(C=C(C=C1)C1=CC2=C(C=C1)C=C(C=C2)C(O)=O)C12CC3CC(CC(C3)C1)C2,412.203844762,C28H28O3,pending
DB00211,Midodrine,"2-amino-N-[2-(2,5-dimethoxyphenyl)-2-hydroxyethyl]acetamide",COC1=CC(C(O)CNC(=O)CN)=C(OC)C=C1,254.126657074,C12H18N2O4,pending
DB00212,Remikiren,"(2S)-2-[(2S)-2-benzyl-3-(2-methylpropane-2-sulfonyl)propanamido]-N-[(2S,3R,4S)-1-cyclohexyl-4-cyclop",CC(C)(C)S(=O)(=O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H],630.345106042,C33H50N4O6S,pending
DB00213,Pantoprazole,"6-(difluoromethoxy)-2-[(3,4-dimethoxypyridin-2-yl)methanesulfinyl]-1H-1,3-benzodiazole",COC1=C(OC)C(CS(=O)C2=NC3=C(N2)C=C(OC(F)F)C=C3)=NC=C1,383.075133083,C16H15F2N3O4S,pending
DB00214,Torasemide,1-({4-[(3-methylphenyl)amino]pyridin-3-yl}sulfonyl)-3-(propan-2-yl)urea,CC(C)NC(=O)NS(=O)(=O)C1=C(NC2=CC=CC(C)=C2)C=CN=C1,348.125611216,C16H20N4O3S,pending
DB00215,Citalopram,"1-[3-(dimethylamino)propyl]-1-(4-fluorophenyl)-1,3-dihydro-2-benzofuran-5-carbonitrile",CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,324.163791509,C20H21FN2O,pending
DB00216,Eletriptan,5-[2-(benzenesulfonyl)ethyl]-3-{[(2R)-1-methylpyrrolidin-2-yl]methyl}-1H-indole,CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2,382.171498776,C22H26N2O2S,pending
DB00217,Bethanidine,"(E)-3-benzyl-1,2-dimethylguanidine",CN\C(NCC1=CC=CC=C1)=N/C,177.126597495,C10H15N3,pending
DB00218,Moxifloxacin,"7-[(4aS,7aS)-octahydro-1H-pyrrolo[3,4-b]pyridin-6-yl]-1-cyclopropyl-6-fluoro-8-methoxy-4-oxo-1,4-dih",[H][C@]12CN(C[C@@]1([H])NCCC2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O,401.175084476,C21H24FN3O4,pending
DB00219,Oxyphenonium,{2-[(2-cyclohexyl-2-hydroxy-2-phenylacetyl)oxy]ethyl}diethylmethylazanium,CC[N+](C)(CC)CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,348.253868959,C21H34NO3,pending
DB00220,Nelfinavir,"(3S,4aS,8aS)-N-tert-butyl-2-[(2R,3R)-2-hydroxy-3-[(3-hydroxy-2-methylphenyl)formamido]-4-(phenylsulf",[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CSC1=CC=CC=C1)NC(=O)C1=C(C)C(O)=CC=C1)[C@@H](C2)C(=O)NC(C,567.313077633,C32H45N3O4S,pending
DB00221,Isoetharine,"4-{1-hydroxy-2-[(propan-2-yl)amino]butyl}benzene-1,2-diol",CCC(NC(C)C)C(O)C1=CC(O)=C(O)C=C1,239.152143543,C13H21NO3,pending
DB00222,Glimepiride,"3-ethyl-4-methyl-2-oxo-N-(2-{4-[({[(1r,4r)-4-methylcyclohexyl]carbamoyl}amino)sulfonyl]phenyl}ethyl)",CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O,490.224991385,C24H34N4O5S,pending
DB00223,Diflorasone,"(1R,2S,8S,10S,11S,13S,14R,15S,17S)-1,8-difluoro-14,17-dihydroxy-14-(2-hydroxyacetyl)-2,13,15-trimeth",[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12,410.190480416,C22H28F2O5,pending
DB00224,Indinavir,"(2S)-1-[(2S,4R)-4-benzyl-2-hydroxy-4-{[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]carbamoyl}butyl]-",CC(C)(C)NC(=O)[C@@H]1CN(CC2=CN=CC=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=CC=,613.362805017,C36H47N5O4,pending
DB00225,Gadodiamide,"19,22-bis(methylamino)-3,13,16-trioxo-2λ³,14λ³,15λ³-trioxa-20λ³,23λ³-dioxa-5λ⁴,8λ⁴,11λ⁴-triaza-1-gad",O=C1[O-][Gd+3]234567[O]=C(C[N]2(CC[N]3(CC([O-]4)=O)CC[N]5(CC(=[O]6)NC)CC(=O)[O-]7)C1)NC,574.10225,C16H26GdN5O8,pending
DB00226,Guanadrel,"2-{1,4-dioxaspiro[4.5]decan-2-ylmethyl}guanidine",NC(N)=NCC1COC2(CCCCC2)O1,213.147726867,C10H19N3O2,pending
DB00227,Lovastatin,"(1S,3R,7S,8S,8aR)-8-{2-[(2R,4R)-4-hydroxy-6-oxooxan-2-yl]ethyl}-3,7-dimethyl-1,2,3,7,8,8a-hexahydron",[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC,404.256274262,C24H36O5,pending
DB00228,Enflurane,"2-chloro-1-(difluoromethoxy)-1,1,2-trifluoroethane",FC(F)OC(F)(F)C(F)Cl,183.971433418,C3H2ClF5O,pending
DB00229,Cefotiam,"(6R,7R)-7-[2-(2-amino-1,3-thiazol-4-yl)acetamido]-3-[({1-[2-(dimethylamino)ethyl]-1H-1,2,3,4-tetrazo",[H][C@]12SCC(CSC3=NN=NN3CCN(C)C)=C(N1C(=O)[C@H]2NC(=O)CC1=CSC(N)=N1)C(O)=O,525.103512339,C18H23N9O4S3,pending
DB00230,Pregabalin,(3S)-3-(aminomethyl)-5-methylhexanoic acid,CC(C)C[C@H](CN)CC(O)=O,159.125928793,C8H17NO2,pending
DB00231,Temazepam,"7-chloro-3-hydroxy-1-methyl-5-phenyl-2,3-dihydro-1H-1,4-benzodiazepin-2-one",CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1,300.066555377,C16H13ClN2O2,pending
DB00232,Methyclothiazide,"6-chloro-3-(chloromethyl)-2-methyl-1,1-dioxo-3,4-dihydro-2H-1λ⁶,2,4-benzothiadiazine-7-sulfonamide",CN1C(CCl)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O,358.956802649,C9H11Cl2N3O4S2,pending
DB00233,Aminosalicylic acid,4-amino-2-hydroxybenzoic acid,NC1=CC(O)=C(C=C1)C(O)=O,153.042593095,C7H7NO3,pending
DB00234,Reboxetine,(2R)-2-[(R)-(2-ethoxyphenoxy)(phenyl)methyl]morpholine,[H][C@@](OC1=CC=CC=C1OCC)(C1=CC=CC=C1)[C@@]1([H])CNCCO1,313.167793605,C19H23NO3,pending
DB00235,Milrinone,"6-methyl-2-oxo-5-(pyridin-4-yl)-1,2-dihydropyridine-3-carbonitrile",CC1=C(C=C(C#N)C(=O)N1)C1=CC=NC=C1,211.074561925,C12H9N3O,pending
DB00236,Pipobroman,3-bromo-1-[4-(3-bromopropanoyl)piperazin-1-yl]propan-1-one,BrCCC(=O)N1CCN(CC1)C(=O)CCBr,353.95785306,C10H16Br2N2O2,pending
DB00237,Butabarbital,"5-(butan-2-yl)-5-ethyl-1,3-diazinane-2,4,6-trione",CCC(C)C1(CC)C(=O)NC(=O)NC1=O,212.116092388,C10H16N2O3,pending
DB00238,Nevirapine,"2-cyclopropyl-7-methyl-2,4,9,15-tetraazatricyclo[9.4.0.0³,⁸]pentadeca-1(11),3,5,7,12,14-hexaen-10-on",CC1=C2NC(=O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1,266.11676109,C15H14N4O,pending
DB00239,Oxiconazole,"(Z)-[1-(2,4-dichlorophenyl)-2-(1H-imidazol-1-yl)ethylidene][(2,4-dichlorophenyl)methoxy]amine",ClC1=CC(Cl)=C(CO\N=C(/CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C=C1,426.9812729,C18H13Cl4N3O,pending
DB00240,Alclometasone,"(1R,2R,3aS,3bS,4R,9aR,9bS,10S,11aS)-4-chloro-1,10-dihydroxy-1-(2-hydroxyacetyl)-2,9a,11a-trimethyl-1",[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])[C@H](Cl)CC2=CC(=O)C=C[C,408.170351745,C22H29ClO5,pending
DB00241,Butalbital,"5-(2-methylpropyl)-5-(prop-2-en-1-yl)-1,3-diazinane-2,4,6-trione",CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,224.116092388,C11H16N2O3,pending
DB00242,Cladribine,"(2R,3S,5R)-5-(6-amino-2-chloro-9H-purin-9-yl)-2-(hydroxymethyl)oxolan-3-ol",NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](CO)O3)C2=NC(Cl)=N1,285.062866982,C10H12ClN5O3,pending
DB00243,Ranolazine,"N-(2,6-dimethylphenyl)-2-{4-[2-hydroxy-3-(2-methoxyphenoxy)propyl]piperazin-1-yl}acetamide",COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,427.247106559,C24H33N3O4,pending
DB00244,Mesalazine,5-amino-2-hydroxybenzoic acid,NC1=CC(C(O)=O)=C(O)C=C1,153.042593095,C7H7NO3,pending
DB00245,Benzatropine,"(1R,3R,5S)-3-(diphenylmethoxy)-8-methyl-8-azabicyclo[3.2.1]octane",[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,307.193614427,C21H25NO,pending
DB00246,Ziprasidone,"5-{2-[4-(1,2-benzothiazol-3-yl)piperazin-1-yl]ethyl}-6-chloro-2,3-dihydro-1H-indol-2-one",ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1,412.112459711,C21H21ClN4OS,pending
DB00247,Methysergide,"(4R,7R)-N-(1-hydroxybutan-2-yl)-6,11-dimethyl-6,11-diazatetracyclo[7.6.1.0²,⁷.0¹²,¹⁶]hexadeca-1(15),",[H][C@@]12CC3=CN(C)C4=C3C(=CC=C4)C1=C[C@H](CN2C)C(=O)NC(CC)CO,353.210327123,C21H27N3O2,pending
DB00248,Cabergoline,"1-[3-(dimethylamino)propyl]-3-ethyl-1-[(2R,4R,7R)-6-(prop-2-en-1-yl)-6,11-diazatetracyclo[7.6.1.0²,⁷",[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@H](CN2CC=C)C(=O)N(CCCN(C)C)C(=O)NCC,451.294725453,C26H37N5O2,pending
DB00249,Idoxuridine,"1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-iodo-1,2,3,4-tetrahydropyrimidine-2,4-dione",OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(I)C(=O)NC1=O,353.971264892,C9H11IN2O5,pending
DB00250,Dapsone,4-(4-aminobenzenesulfonyl)aniline,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,248.061948328,C12H12N2O2S,pending
DB00251,Terconazole,"1-(4-{[(2R,4S)-2-(2,4-dichlorophenyl)-2-(1H-1,2,4-triazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy}phen",CC(C)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1,531.180395297,C26H31Cl2N5O3,pending
DB00252,Phenytoin,"5,5-diphenylimidazolidine-2,4-dione",O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,252.089877638,C15H12N2O2,pending
DB00253,Medrysone,"(1S,2R,8S,10S,11S,14S,15S,17S)-14-acetyl-17-hydroxy-2,8,15-trimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]hep",[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,344.23514489,C22H32O3,pending
DB00254,Doxycycline,"(4S,4aR,5S,5aR,6R,12aS)-4-(dimethylamino)-3,5,10,12,12a-pentahydroxy-6-methyl-1,11-dioxo-1,4,4a,5,5a",[H][C@@]12[C@@H](C)C3=CC=CC(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H],444.153265754,C22H24N2O8,pending
DB00255,Diethylstilbestrol,4-[(3E)-4-(4-hydroxyphenyl)hex-3-en-3-yl]phenol,CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,268.146329884,C18H20O2,pending
DB00256,Lymecycline,"(2S)-6-[({[(4S,4aS,5aS,6S,12aS)-4-(dimethylamino)-3,6,10,12,12a-pentahydroxy-6-methyl-1,11-dioxo-1,4",[H][C@@]12C[C@@]3([H])C(C(=O)C4=C(O)C=CC=C4[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(=O)NCNCCCC[C@H](N)C(O)=O,602.258793456,C29H38N4O10,pending
DB00257,Clotrimazole,1-[(2-chlorophenyl)diphenylmethyl]-1H-imidazole,ClC1=CC=CC=C1C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1,344.108026261,C22H17ClN2,pending
DB00258,Calcium acetate,calcium diacetate,[Ca++].CC([O-])=O.CC([O-])=O,157.989199835,C4H6CaO4,pending
DB00259,Sulfanilamide,4-aminobenzene-1-sulfonamide,NC1=CC=C(C=C1)S(N)(=O)=O,172.0306482,C6H8N2O2S,pending
DB00260,Cycloserine,"(4R)-4-amino-1,2-oxazolidin-3-one",N[C@@H]1CONC1=O,102.042927446,C3H6N2O2,pending
DB00261,Anagrelide,"6,7-dichloro-1H,2H,3H,5H-imidazolidino[2,1-b]quinazolin-2-one",ClC1=CC=C2N=C3NC(=O)CN3CC2=C1Cl,254.996617275,C10H7Cl2N3O,pending
DB00262,Carmustine,"1,3-bis(2-chloroethyl)-3-nitrosourea",ClCCNC(=O)N(CCCl)N=O,213.007181961,C5H9Cl2N3O2,pending
DB00263,Sulfisoxazole,"4-amino-N-(dimethyl-1,2-oxazol-5-yl)benzene-1-sulfonamide",CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C,267.067761987,C11H13N3O3S,pending
DB00264,Metoprolol,1-[4-(2-methoxyethyl)phenoxy]-3-[(propan-2-yl)amino]propan-2-ol,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,267.183443671,C15H25NO3,pending
DB00265,Crotamiton,N-ethyl-N-(2-methylphenyl)but-2-enamide,CCN(C(=O)C=CC)C1=CC=CC=C1C,203.131014171,C13H17NO,pending
DB00266,Dicoumarol,4-hydroxy-3-[(4-hydroxy-2-oxo-2H-chromen-3-yl)methyl]-2H-chromen-2-one,OC1=C(CC2=C(O)C3=C(OC2=O)C=CC=C3)C(=O)OC2=C1C=CC=C2,336.063388116,C19H12O6,pending
DB00267,Cefmenoxime,"(6R,7R)-7-[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-(methoxyimino)acetamido]-3-{[(1-methyl-1H-1,2,3,4-tet",[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,511.051476769,C16H17N9O5S3,pending
DB00268,Ropinirole,"4-[2-(dipropylamino)ethyl]-2,3-dihydro-1H-indol-2-one",CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,260.1888634,C16H24N2O,pending
DB00269,Chlorotrianisene,"1-[1-chloro-2,2-bis(4-methoxyphenyl)ethenyl]-4-methoxybenzene",COC1=CC=C(C=C1)C(Cl)=C(C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1,380.117922245,C23H21ClO3,pending
DB00270,Isradipine,"3-methyl 5-propan-2-yl 4-(2,1,3-benzoxadiazol-4-yl)-2,6-dimethyl-1,4-dihydropyridine-3,5-dicarboxyla",COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=NON=C12)C(=O)OC(C)C,371.148120797,C19H21N3O5,pending
DB00271,Diatrizoate,"3,5-diacetamido-2,4,6-triiodobenzoic acid",CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I,613.769637046,C11H9I3N2O4,pending
DB00272,Betazole,2-(1H-pyrazol-5-yl)ethan-1-amine,NCCC1=CC=NN1,111.079647303,C5H9N3,pending
DB00273,Topiramate,"[(1R,2S,6S,9R)-4,4,11,11-tetramethyl-3,5,7,10,12-pentaoxatricyclo[7.3.0.0²,⁶]dodecan-6-yl]methyl sul",[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2,339.098787343,C12H21NO8S,pending
DB00274,Cefmetazole,"(6R,7S)-7-{2-[(cyanomethyl)sulfanyl]acetamido}-7-methoxy-3-{[(1-methyl-1H-1,2,3,4-tetrazol-5-yl)sulf",[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)CSCC#N)OC)C(O)=O,471.045328759,C15H17N7O5S3,pending
DB00275,Olmesartan,"4-(2-hydroxypropan-2-yl)-2-propyl-1-({4-[2-(1H-1,2,3,4-tetrazol-5-yl)phenyl]phenyl}methyl)-1H-imidaz",CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(O)=O)C(C)(C)O,446.206638728,C24H26N6O3,pending
DB00276,Amsacrine,N-{4-[(acridin-9-yl)amino]-3-methoxyphenyl}methanesulfonamide,COC1=C(NC2=C3C=CC=CC3=NC3=CC=CC=C23)C=CC(NS(C)(=O)=O)=C1,393.114712179,C21H19N3O3S,pending
DB00277,Theophylline,"1,3-dimethyl-2,3,6,7-tetrahydro-1H-purine-2,6-dione",CN1C2=C(NC=N2)C(=O)N(C)C1=O,180.06472552,C7H8N4O2,pending
DB00278,Argatroban,"(2R,4R)-1-[(2S)-5-carbamimidamido-2-(3-methyl-1,2,3,4-tetrahydroquinoline-8-sulfonamido)pentanoyl]-4",C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C1=CC=CC2=C1NCC(C)C2,508.246789457,C23H36N6O5S,pending
DB00279,Liothyronine,"(2S)-2-amino-3-[4-(4-hydroxy-3-iodophenoxy)-3,5-diiodophenyl]propanoic acid",N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,650.790038137,C15H12I3NO4,pending
DB00280,Disopyramide,4-[bis(propan-2-yl)amino]-2-phenyl-2-(pyridin-2-yl)butanamide,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C,339.231062565,C21H29N3O,pending
DB00281,Lidocaine,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,234.173213336,C14H22N2O,pending
DB00282,Pamidronic acid,(3-amino-1-hydroxy-1-phosphonopropyl)phosphonic acid,NCCC(O)(P(O)(O)=O)P(O)(O)=O,235.001074735,C3H11NO7P2,pending
DB00283,Clemastine,(2R)-2-{2-[(1R)-1-(4-chlorophenyl)-1-phenylethoxy]ethyl}-1-methylpyrrolidine,CN1CCC[C@@H]1CCO[C@](C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,343.170292166,C21H26ClNO,pending
DB00284,Acarbose,"(2R,3R,4R,5R)-4-{[(2R,3R,4R,5S,6R)-5-{[(2R,3R,4S,5S,6R)-3,4-dihydroxy-6-methyl-5-{[(1S,4R,5S,6S)-4,5",[H][C@@](O)(CO)[C@@]([H])(O[C@@]1([H])O[C@]([H])(CO)[C@@]([H])(O[C@@]2([H])O[C@]([H])(C)[C@@]([H])(N,645.248013549,C25H43NO18,pending
DB00285,Venlafaxine,1-[2-(dimethylamino)-1-(4-methoxyphenyl)ethyl]cyclohexan-1-ol,COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1,277.204179113,C17H27NO2,pending
DB00286,Conjugated estrogens,,,,,pending
DB00287,Travoprost,"propan-2-yl (5Z)-7-[(1R,2R,3R,5S)-3,5-dihydroxy-2-[(1E,3R)-3-hydroxy-4-[3-(trifluoromethyl)phenoxy]b",CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)COC1=CC=CC(=C1)C(F)(F)F,500.238573467,C26H35F3O6,pending
DB00288,Amcinonide,"2-[(1'S,2'S,4'R,8'S,9'S,11'S,12'R,13'S)-12'-fluoro-11'-hydroxy-9',13'-dimethyl-16'-oxo-5',7'-dioxasp",[H][C@@]12C[C@H]3OC4(CCCC4)O[C@@]3(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=,502.236681679,C28H35FO7,pending
DB00289,Atomoxetine,methyl[(3R)-3-(2-methylphenoxy)-3-phenylpropyl]amine,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,255.162314299,C17H21NO,pending
DB00290,Bleomycin,"(3-{[2-(2-{2-[(2S,3R)-2-[(2S,3S,4R)-4-[(2S,3R)-2-({6-amino-2-[(1S)-1-{[(2S)-2-amino-2-carbamoylethyl",C[C@@H](O)[C@H](NC(=O)[C@@H](C)[C@H](O)[C@@H](C)NC(=O)[C@@H](NC(=O)C1=C(C)C(N)=NC(=N1)[C@H](CC(N)=O),1414.518979905,C55H84N17O21S3,pending
DB00291,Chlorambucil,4-{4-[bis(2-chloroethyl)amino]phenyl}butanoic acid,OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl,303.079284271,C14H19Cl2NO2,pending
DB00292,Etomidate,ethyl 1-[(1R)-1-phenylethyl]-1H-imidazole-5-carboxylate,CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1,244.121177766,C14H16N2O2,pending
DB00293,Raltitrexed,"(2S)-2-[(5-{methyl[(2-methyl-4-oxo-1,4-dihydroquinazolin-6-yl)methyl]amino}thiophen-2-yl)formamido]p",CN(CC1=CC2=C(NC(C)=NC2=O)C=C1)C1=CC=C(S1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,458.126005146,C21H22N4O6S,pending
DB00294,Etonogestrel,"(1S,2R,10S,11S,14R,15S)-15-ethyl-14-ethynyl-14-hydroxy-17-methylidenetetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]he",[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],324.20893014,C22H28O2,pending
